-1.035049669601651701e+01,6.773481248623913764e+00,9.755361564313286493e+00,-1.535135031601284172e+00,-4.620054455060042531e-01
6.957807983966927345e+00,-3.455179601923612509e+00,1.617976127588097945e+00,-7.583715225174383345e-01,1.019196163389602816e+01
1.211185343777515122e+01,-2.840205859408793998e+00,6.219100094368648968e+00,8.108550640840734847e-01,1.462966872805486140e+01
1.355022167804414224e+01,1.063720345456604655e+00,4.586853883795447118e+00,3.058024100698159220e+00,1.186455260086448682e+01
1.273339930411913024e+01,5.318836829718771586e-01,3.528204875238057259e+00,-2.414567284572481931e+00,1.373595607583454203e+01
-1.208470226426999972e+01,7.584345503519130283e+00,1.232108211003574993e+01,-2.546088365190554356e-02,-4.785426635722842548e-01
1.187377432628561458e+01,-3.080262604481463828e+00,5.026695981462975027e+00,1.483076095381772985e+00,1.059702501390106022e+01
4.496088822554543896e+00,-1.872197768977278631e+00,8.694007860041983449e+00,4.134306100504589132e+00,-1.113983720891082996e+00
1.538591632383686791e+00,1.321572470541191979e+00,-8.231664038889920931e+00,-6.908600033062684886e+00,6.979048824017159980e+00
1.438736267351137244e+00,1.927734280058462701e+00,-1.066882404628384329e+01,-3.818321042774392993e+00,5.749046563703776869e+00
2.518320503936166244e+00,8.906814978315895637e-01,-8.900884422770289461e+00,-7.159395660821518348e+00,6.467334686298484847e+00
7.711800380201356830e+00,7.873006553856416900e+00,4.657992981645053376e+00,1.295125678202074582e+01,-3.850706956308602269e+00
1.132315860938293106e+01,-4.938899384552635219e-01,4.908627722374590441e+00,2.574779885039482519e+00,1.155770133929936172e+01
6.230033360852885949e+00,4.217476891374052350e-01,7.047826394195872091e+00,-9.914184073853071766e-02,6.959184073642241675e-01
1.285128224950308073e+01,1.944294517623570417e+00,1.656254370240928253e+00,-4.381153309976989485e-01,1.341840943296267952e+01
5.480565108018822684e+00,7.036143870699477887e+00,3.171612319610496833e+00,1.512784054114957044e+01,-5.579800783289418753e+00
-5.659116739652974459e+00,-3.351086698804919717e+00,-4.456602579240569462e-01,6.511842819213159217e+00,-7.155029015723545882e+00
-2.601339883258937391e-01,4.568715605985012473e+00,-6.618639045057643777e+00,-3.419264621543680605e+00,4.748358402957017610e+00
-1.057828893706012252e+01,6.841720014115748150e+00,6.918392729554369680e+00,1.528539628690318564e+00,1.707038562812638327e+00
1.072342732331873627e+01,-2.065595242845885693e-03,4.139684159243061323e+00,-1.730480806056177823e+00,1.302598040814606506e+01
1.936262168201940082e+00,-3.035384682733197614e+00,3.119891954086503993e+00,2.412272622252975562e+00,-1.518828127889034985e+00
8.848630643915469385e-01,-8.138917152483489126e-01,-6.632663923820525387e-01,1.671874840635403592e+00,1.230138394690762249e+00
1.323898436280495972e+01,1.130702436683012735e+00,-7.005647522349640610e-01,-3.594554996458060092e+00,1.137204240929413146e+01
-9.884730997486135706e+00,6.810317295304460394e+00,1.245465494564006903e+01,-1.890184355423021101e+00,-1.184157821709801661e+00
-6.784807080508686639e+00,-2.220988633952995173e+00,3.611786766375357338e+00,5.269327422684196627e+00,-7.305526005635207376e+00
-4.531626965667376439e+00,-1.909674010841700298e+00,2.201044089017534233e-01,6.922900912824358599e+00,-7.560845229081107455e+00
-5.049393801612790611e+00,-1.944246734649062169e+00,-3.694841049834725055e-01,6.367278665964983375e+00,-5.970117310154529733e+00
-1.781491078028262010e+00,-4.774656730060888310e-01,1.815637313027682387e+00,9.960209719358871228e-01,-7.799230232963522136e-01
-9.688278426849889158e+00,5.187976609006760498e+00,7.813613541217160119e+00,1.016909803608033736e+00,-2.533687642910719892e-02
1.871851487388197288e+00,2.729815965049501969e+00,-6.958745050610303906e+00,-5.719157323514980185e+00,6.793278114439456061e+00
1.741224615469700865e+01,-2.218540492909819584e+00,4.195247377030405289e+00,-7.172276959755617964e-01,1.049379053054800615e+01
1.487320807594614891e+01,-6.786528877007869109e-01,4.166846159948240924e+00,2.503883467529489093e-01,1.099520001735073116e+01
3.677718839285194719e+00,-9.768445104180043526e-01,-2.384498205147010719e+00,7.435694255626444926e-01,8.161057515427126985e-01
9.918387636393907414e+00,-2.432348938422890683e+00,-4.469165420242022790e-01,-1.170739647042575049e+00,1.120851697802761393e+01
1.390324588175302267e+01,1.755991297255978356e+00,6.500966225250000008e+00,1.205214440923715741e-01,1.249158757792024943e+01
5.523631284705684763e+00,7.013835081892787038e+00,1.003983713984768045e+01,1.174373157637928955e+01,-5.023409614910981702e+00
5.363771227011270071e+00,-4.505438222919549318e+00,3.467217428612832109e+00,1.994456551421398993e+00,2.315935843446444764e+00
-7.735356524619647622e+00,-5.290241620529047673e+00,3.166095931870286595e+00,5.765928958412354532e+00,-5.342336042155950260e+00
7.434056955720046211e+00,-1.351779279292577129e+00,3.018447663312068485e+00,-1.036149426964931619e+00,1.119209104580444070e+01
1.148664510592729826e+01,3.566134249531218714e-01,5.588731159255634573e+00,-7.107115547734106642e-02,9.780030767498567812e+00
1.366711364131210793e+01,-6.528254646265537531e+00,4.515010204616958234e+00,2.787630920283273306e-01,1.088579224650561983e+01
3.942941495464795221e+00,1.406874430582161439e+00,-1.058087437654458540e+01,-5.667607284085461217e+00,5.289652270332505957e+00
-2.901437657905772571e+00,-2.292887999856382475e+00,2.924365875529805425e+00,4.567220265716633421e+00,-7.079976826193719930e+00
3.065801447962535065e+00,1.020690860051412852e+00,-6.797645153988499445e+00,-6.067350277524413471e+00,6.984322880324652871e+00
-1.005604375148131391e+00,2.773629206062417474e+00,-3.217717981313800713e-01,-5.430546962296817215e-01,7.686327490809373719e-01
9.983469874521855303e+00,-1.374950770372072251e+00,2.299220153182875315e+00,3.120266839289486338e+00,1.089943596272201987e+01
4.235162012666523701e+00,-2.568154747576782970e+00,2.583722703227827378e+00,6.007527616993835196e-01,1.669034922652313790e+00
4.111131519720385263e+00,-3.278972947356448842e+00,-5.470542990476321421e-01,4.830255944396999901e+00,1.821267399433920353e+00
2.731934668776565545e+00,-2.819497286901126110e+00,5.289118756456829828e+00,1.978233400728847569e+00,3.333249238773391632e+00
-9.932558966753385121e+00,6.909742476426203872e+00,8.345301651550304456e+00,2.773864163176011477e+00,6.549777136516640175e-01
9.401511121768608703e+00,-1.303058343471494407e+00,4.463724441385238606e+00,-2.137557462441816089e-02,1.195678523687098505e+01
6.096939867652836353e-01,2.059826267738873173e-01,4.491615951354897440e+00,2.111044350959849325e+00,-2.956176404255413392e-01
-4.801214783669097486e+00,-6.373535652541935548e+00,2.092713892351432570e+00,4.036114215001378902e+00,-9.064304165984513162e+00
