-5.866168255485370686e+00,-1.005826365661539867e+01
1.509574850020634429e+01,-1.177327924860429675e+01
4.285469898803460964e+00,-5.403184643632727102e+00
1.854178075676293336e+00,-2.815471047375934788e+00
-1.368668002749716273e+01,2.030559318773036637e+00
6.509668467385392177e+00,-4.778550351059424273e+00
1.723746491649225110e-01,-2.034216266224909475e+00
1.183665589876875757e+01,-6.475937847662351032e+00
5.557806769605802444e+00,-2.803880634571656927e+00
-1.839823688545743252e+01,6.504503341648995018e+00
-4.966058255197604687e+00,-1.129712584960804200e+01
-1.410459280414207583e+01,6.760011445431348243e+00
1.845717107442536697e+00,-6.612266705371374620e-01
1.892097040788300433e+01,1.529250000660082431e+00
-4.577528910091387182e+00,-1.154198406731777737e+01
1.595243107251311976e+01,3.157256997206564719e+00
-1.674222476844618868e+01,6.874965303284501061e+00
1.578576695263705254e+01,-6.605829416088035977e+00
-6.240377974085808077e+00,-6.367960282018673368e+00
2.948345837999367003e+00,-2.850995045264248517e-01
7.322573203786782337e+00,1.068618508981752413e+01
-9.274389941464911136e-01,1.538629485956197307e+00
-9.350787095329469167e-01,-3.853796537332025096e+00
6.114584424455348000e+00,-3.519570162831248350e+00
1.453849651740372195e+01,-2.397470673056319779e+00
6.347041239279920255e-01,-4.033583286249298183e+00
-1.609376341788673415e+01,5.841473340918402535e+00
-6.409584849696924991e+00,-7.356083415478419596e+00
-1.816285656512582847e+01,6.665753907218373797e+00
-4.047176478896750140e+00,-1.170502675601688969e+00
-4.737045102743875802e+00,-1.204111701904879794e+01
-5.089634671850324033e+00,-8.741691125983816590e+00
1.186745218913302047e+01,-4.218186331107296461e-01
-6.995445679348333279e+00,-9.157266639293721866e+00
9.079437135928433378e+00,1.293217759183309745e+01
-2.782592710004442527e+00,-8.987538127860583259e+00
-1.646148055847230296e+01,4.284185141609789582e+00
1.293154882541439399e+01,4.614695845197993584e-01
-1.616245153410816471e+01,5.337545431339925095e+00
5.712527745282302227e+00,-4.962695011633488917e+00
-1.792963108865508559e+01,6.010265832904856609e+00
8.346601670203607881e+00,1.245246526747181015e+01
9.431389183770308549e+00,1.027374938907360402e+01
-4.212158819136697652e+00,-1.158219780575714175e+01
-1.379673099548652537e+01,1.072504298101849685e+01
1.419550356194629259e+01,-9.305120261128851933e-01
3.253412957481215173e+00,5.852670987869195152e-01
6.408959544937816943e+00,9.242340708103558455e+00
1.370530148033895301e+01,1.950237967813043483e+00
3.085279656958201180e-02,-1.547464236205520205e+00
1.393705747678139417e+01,3.815420938447319443e+00
2.920271885001517020e+00,7.389187812552487244e+00
-4.971501431715947383e+00,-8.072287488911536357e+00
-1.484935767606312318e+01,4.809791967002285062e+00
1.322199757451484636e+01,1.641514133702008937e-01
1.551599174633814471e+01,-9.262663381091267301e-01
-5.742615758545738025e+00,-1.140528575116516308e+01
-2.556389430946314434e+00,-7.254258843247522570e+00
1.622743033935869050e+01,-2.849686515658383712e+00
6.386813259207269056e+00,-2.996607894194635691e+00
1.544644545296413263e+01,1.421301561237198197e+00
8.819078123552001713e+00,9.756822111663373320e+00
1.528853597164336442e+01,1.312246569070586677e+00
1.730977703683450741e+01,3.651050719021147195e-01
1.633416226201487831e+01,-3.383645808984187653e+00
3.702400228181832453e-01,-3.237458214400825707e+00
4.414629772976305766e+00,1.115661273623769567e+01
1.053248086718917342e+01,1.133763232370394469e+01
-2.546605579176470791e+00,-3.783033645836970216e+00
9.343496840903821266e+00,1.458390381199373920e+01
1.846077790747967740e+01,-5.978658989702973159e+00
-1.190811641842620006e+01,7.867680608575751577e+00
1.545339570398936857e+01,3.963987459332435570e+00
1.151138599730626666e+01,2.405716021930243365e+00
3.340798462417579273e+00,3.901480932129927748e+00
5.843386268152215290e-01,-2.976474225020175890e+00
1.061417734330656870e+01,1.267968492157153548e+01
8.505644276999975162e+00,1.095295796780810527e+01
-1.673077807068003464e+00,2.197151771663777842e-01
